phage,host,species
GQ478083,NC_015276.1,Oceanospirillales;
GQ478085,NZ_CP027107.1,Enterobacterales;
GQ478087,NZ_HF571038.1,Intrasporangiaceae;
MG264739,NZ_CP021654.1,Aeromonadales;
NC_042021,NC_015601.1,Erysipelotrichales;
NC_042022,NC_004556.1,Xanthomonadales;
NC_042023,NZ_RQHA01000004.1,Leptospiraceae;
NC_042101,NZ_LT629758,Micromonosporaceae;
NC_041960,NZ_LT629758,Micromonosporaceae;
MK268686,NC_018681.1,Nocardiaceae;
MK693030,NC_008261.1,Clostridiales;
MK721192,NZ_CP022580.1,Gordoniaceae;
NC_049932,NZ_CP009976.1,Flavobacteriales;
NC_049933,NZ_CP041040.1,Microbacteriaceae;
NC_049934,NZ_JYBE02000001.1,Streptomycetaceae;
NC_049939,NZ_CP047242.1,Nostocaceae;
NC_049940,NZ_HF571038.1,Intrasporangiaceae;
NC_049938,CP001751,SAR116
MK721197,NZ_LT629758,Micromonosporaceae;
NC_049936,NZ_JMSZ01000016,Oceanospirillales;
NC_049935,NZ_UFTQ01000003.1,Brevibacteriaceae;
NC_049931,NC_015601.1,Erysipelotrichales;
NC_049930,NZ_CP012023.1,Rhodobacterales;
LC513943,CP004353,Corynebacteriaceae;
NC_042127,NZ_LR131273.1,Tsukamurellaceae;
NC_042126,NC_015601.1,Erysipelotrichales;
MN103542,NZ_LR215047.1,Mycoplasmataceae;
MK721189,CP024902,Burkholderiales;
MK721199,NC_021883.1,Pasteurellales;
MK721186,NC_005363.1,Bdellovibrionales;
MK721200,NC_007677.1,Order
MK721191,NZ_LFTY01000002,Rhodobacterales;
MK721187,NC_005363.1,Bdellovibrionales;
MK721190,CP000388,Alteromonadales;
MK721194,NC_006461.1,Thermales;
MH618488,NZ_PKKP01000001.1,Actinomycetaceae;
MH355583,NZ_CP021140.1,Eggerthellales;
MK360024,JTHH01000008,Bacillales;
MK570225,NZ_CP016990.1,Aeromonadales;
"NC_024212, NC_041861",NZ_AP018203.1,Leptolyngbyaceae;
NC_048173,NZ_CP027407.1,Rhodobacterales;
NC_023557,SDYW01000001,Bacteria
NC_047833,NZ_CP027793.1,Nocardiaceae;
NC_047978,NZ_SPGG01000010.1,Bacteroidales;
NC_048828,NZ_CP021654.1,Aeromonadales;
NC_042056,LC361338,Micrococcaceae;
NC_048807,NZ_AP018203.1,Leptolyngbyaceae;
NC_019926,NC_010163.1,Acholeplasmatales;
NC_015292,NZ_CP025774.1,Burkholderiales;
NC_049510,NZ_CP035765.1,Sphingomonadales;
NC_049510,CP003184,Thermoanaerobacterales;
NC_015295,NC_007677.1,Order
NC_041978,NZ_JYBE02000001.1,Streptomycetaceae;
NC_048702,NZ_AP014524.1,Vibrionales;
NC_047995,NC_015601.1,Erysipelotrichales;
NC_041972,NZ_MUTR01000001.1,Burkholderiales;
NC_042098,NC_011071.1,Xanthomonadales;
NC_041973,CP001751,SAR116
NC_042018,NZ_LT629758,Micromonosporaceae;
NC_041974,NC_007677.1,Order
NC_041975,NC_005363.1,Bdellovibrionales;
NC_047880,CP003184,Thermoanaerobacterales;
NC_047815,NC_005363.1,Bdellovibrionales;
NC_047917,NZ_RQHA01000004.1,Leptospiraceae;
NC_048016,NC_008095.1,Myxococcales;
KF030445,NC_015601.1,Erysipelotrichales;
NC_047909,NZ_RQHA01000004.1,Leptospiraceae;
NC_047910,SDYW01000001,Bacteria
NC_047911,NC_007677.1,Order
NC_047912,NZ_JNIU01000001,Pelagibacterales;
NC_047913,LC361338,Micrococcaceae;
NC_047916,NZ_BMTY00000000.1,Streptomycetaceae;
NC_047914,NZ_FNSA01000003,Tsukamurellaceae;
NC_047915,NC_002771.1,Mycoplasmataceae;
NC_041859,NZ_LR215047.1,Mycoplasmataceae;
NC_027125,NZ_CP016990.1,Aeromonadales;
NC_041845,NC_008095.1,Myxococcales;
NC_041872,NZ_FODB01000122.1,Oceanospirillales;
KR131710,NZ_CP009764.1,Burkholderiales;
NC_041918,NZ_LT629758,Micromonosporaceae;
NC_042083,NZ_CP022580.1,Gordoniaceae;
NC_048822,NZ_HF571038.1,Intrasporangiaceae;
NC_048783,NZ_CP047242.1,Nostocaceae;
NC_048810,NZ_CP019870.1,Clostridiales;
NC_048825,NZ_CP028926.1,Pasteurellales;
NC_031936,NZ_AP018203.1,Leptolyngbyaceae;
NC_048812,NC_017287.1,Chlamydiaceae;
NC_015720,NZ_CP047242.1,Nostocaceae;
NC_015720,CP034433,Neisseriales;
NC_015720,CP032788,Corynebacteriaceae;
NC_015720,NC_010163.1,Acholeplasmatales;
NC_016166,NC_011071.1,Xanthomonadales;
NC_016166,CP001713,Chlamydiaceae;
NC_016166,NZ_CP053931.1,Bacillales;
NC_016166,NZ_JNIU01000001,Pelagibacterales;
NC_048820,NC_013961.1,Enterobacterales;
NC_048793,NZ_CP016990.1,Aeromonadales;
NC_048814,NC_006085.1,Propionibacteriaceae;
NC_048816,NZ_CP016990.1,Aeromonadales;
NC_048813,CP023315,Caulobacterales;
NC_048815,NZ_LT629758,Micromonosporaceae;
NC_048876,NZ_CP035765.1,Sphingomonadales;
NC_048823,CP001751,SAR116
NC_048826,NZ_LN831039.1,Mycobacteriaceae;
NC_047825,NC_007677.1,Order
NC_048753,NC_005042.1,Prochloraceae;
NC_048752,NZ_CP046058.1,Chroococcales;
NC_047739,NZ_CP009016.1,Xanthomonadales;
NC_047924,NC_021505.1,Pseudomonadales;
NC_048737,NZ_ABJL02000008.1,Bacteroidales;
NC_048085,NZ_LR131273.1,Tsukamurellaceae;
NC_048084,SDYW01000001,Bacteria
NC_007924,NZ_AP018203.1,Leptolyngbyaceae;
NC_027990,NZ_CP012958.1,Pasteurellales;
NC_047897,LC361338,Micrococcaceae;
NC_029058,CP023315,Caulobacterales;
NC_029068,NZ_LT629758,Micromonosporaceae;
NC_048134,NVUC01000001,Rhodobacterales;
NC_048677,NZ_AP018203.1,Leptolyngbyaceae;
NC_048677,NC_013501.1,Order
NC_047931,NZ_LN831027.1,Fusobacteriaceae;
NC_047925,NZ_CP027793.1,Nocardiaceae;
NC_047764,HG530068,Pseudomonadales;
NC_019782,NZ_UFTQ01000003.1,Brevibacteriaceae;
NC_022775,NZ_CP021140.1,Eggerthellales;
NC_027982,NZ_CP009610.1,Pasteurellales;
NC_022757,NZ_JNIU01000001,Pelagibacterales;
NC_047760,NZ_FNSA01000003,Tsukamurellaceae;
NC_048754,NZ_LT629758,Micromonosporaceae;
NC_047918,NC_017168.1,Enterobacterales;
NC_047926,NZ_VISK01000013.1,Rhodospirillales;
NC_048625,NC_017287.1,Chlamydiaceae;
NC_012530,NZ_CP027793.1,Nocardiaceae;
NC_022989,NZ_CP031781.1,Vibrionales;
KC182543,CP034433,Neisseriales;
KC182548,NZ_UFTQ01000003.1,Brevibacteriaceae;
NC_049348,NZ_CM002803,Oscillatoriales;
NC_049349,NZ_BAOP01000115.1,Gordoniaceae;
NC_049397,NC_012490.1,Nocardiaceae;
NC_049374,NZ_FNSA01000003,Tsukamurellaceae;
NC_049377,NZ_ATTH01000001,Order
NC_049398,NC_005363.1,Bdellovibrionales;
NC_049399,NZ_PKKP01000001.1,Actinomycetaceae;
NC_049400,NZ_JNIU01000001,Pelagibacterales;
NC_049401,SDYW01000001,Bacteria
NC_049402,NC_015601.1,Erysipelotrichales;
NC_049376,NZ_LN831039.1,Mycobacteriaceae;
NC_049810,NC_003228.3,Bacteroidales;
NC_049403,NC_008095.1,Myxococcales;
NC_049404,NZ_CP009976.1,Flavobacteriales;
NC_049405,NC_017287.1,Chlamydiaceae;
NC_049406,NC_013501.1,Order
NC_049811,NZ_MDHN01000001.1,Alteromonadales;
NC_049407,NZ_LN831039.1,Mycobacteriaceae;
NC_049408,NC_006461.1,Thermales;
NC_049409,NZ_CP018296.1,Chlamydiaceae;
NC_049410,CP000388,Alteromonadales;
NC_049411,NZ_LT629758,Micromonosporaceae;
NC_049412,NZ_CP022580.1,Gordoniaceae;
NC_049446,NZ_JNIU01000001,Pelagibacterales;
NC_049360,NC_010103.1,Rhizobiales;
NC_049366,NZ_CP022580.1,Gordoniaceae;
NC_049356,NZ_AP018203.1,Leptolyngbyaceae;
NC_049362,NZ_BAOP01000115.1,Gordoniaceae;
NC_049363,NVTK01000009,Alteromonadales;
NC_049357,NZ_PKKP01000001.1,Actinomycetaceae;
NC_049364,NZ_JNIU01000001,Pelagibacterales;
NC_049354,NZ_CP008781.1,Burkholderiales;
NC_049355,NZ_CP046058.1,Chroococcales;
NC_049367,NZ_VISK01000013.1,Rhodospirillales;
NC_049358,NZ_RQHA01000004.1,Leptospiraceae;
NC_049365,NZ_LN831027.1,Fusobacteriaceae;
NC_049359,CP000388,Alteromonadales;
NC_049361,NC_005363.1,Bdellovibrionales;
NC_049369,NZ_CP035765.1,Sphingomonadales;
NC_049368,NC_002771.1,Mycoplasmataceae;
NC_049370,NZ_CP031781.1,Vibrionales;
NC_049413,NZ_PKKP01000001.1,Actinomycetaceae;
NC_049414,NZ_CP013990.1,Enterobacterales;
NC_049415,AP014565,Enterobacterales;
NC_049854,NZ_PKKP01000001.1,Actinomycetaceae;
NC_049856,NZ_CP047242.1,Nostocaceae;
NC_049807,NC_013501.1,Order
JQ740790,NZ_RQHA01000004.1,Leptospiraceae;
JQ740791,NC_006085.1,Propionibacteriaceae;
JQ740792,NZ_LN831039.1,Mycobacteriaceae;
JQ740793,NZ_LR131273.1,Tsukamurellaceae;
JQ740794,NC_003317.1,Rhizobiales;
JQ740795,NZ_LN831027.1,Fusobacteriaceae;
JQ740796,NZ_PKKP01000001.1,Actinomycetaceae;
JQ740797,NC_021883.1,Pasteurellales;
JQ740798,NZ_AEUD01000047.1,Gordoniaceae;
JQ740799,NZ_CP035780.1,Vibrionales;
JQ740800,LC361338,Micrococcaceae;
JQ740801,LC361338,Micrococcaceae;
JQ740802,LR134359,Campylobacterales;
JQ740803,CP025034,Enterobacterales;
JQ740805,NZ_HF571038.1,Intrasporangiaceae;
JQ740806,NZ_HF571038.1,Intrasporangiaceae;
JQ740807,NZ_VISK01000013.1,Rhodospirillales;
JQ740808,NZ_HF571038.1,Intrasporangiaceae;
JQ740809,NZ_JYBE02000001.1,Streptomycetaceae;
JQ740810,NC_002771.1,Mycoplasmataceae;
JQ740811,LC361338,Micrococcaceae;
JQ740812,NZ_FODB01000122.1,Oceanospirillales;
JQ740814,NC_005363.1,Bdellovibrionales;
NC_049480,CP023315,Caulobacterales;
NC_049481,LR134359,Campylobacterales;
NC_049482,NC_002771.1,Mycoplasmataceae;
NC_049483,NC_015276.1,Oceanospirillales;
NC_049484,NZ_CP047242.1,Nostocaceae;
NC_049485,NC_006461.1,Thermales;
NC_049486,NC_015276.1,Oceanospirillales;
NC_049487,NZ_CP019870.1,Clostridiales;
NC_049488,NZ_UFTQ01000001,Brevibacteriaceae;
NC_049375,NZ_HF571038.1,Intrasporangiaceae;
NC_049422,NC_015601.1,Erysipelotrichales;
NC_049423,NZ_LN831027.1,Fusobacteriaceae;
NC_049416,NZ_LT629758,Micromonosporaceae;
NC_049417,NZ_CP035765.1,Sphingomonadales;
NC_049418,NZ_CP009764.1,Burkholderiales;
NC_049419,NC_007677.1,Order
NC_049420,NZ_CP021654.1,Aeromonadales;
NC_049421,NZ_LN831027.1,Fusobacteriaceae;
NC_049806,NZ_CP007203.1,Aphanizomenonaceae;
NC_049855,NZ_HF571038.1,Intrasporangiaceae;
NC_049447,NC_014159.1,Tsukamurellaceae;
NC_049812,NZ_CP031781.1,Vibrionales;
NC_049857,NZ_CP023558.1,Alteromonadales;
NC_049474,NZ_LK391965,Vibrionales;
DQ838728,NZ_CP016990.1,Aeromonadales;
NC_049476,LC361338,Micrococcaceae;
NC_049808,CP000388,Alteromonadales;
NC_049475,NZ_RQHA01000004.1,Leptospiraceae;
NC_049809,NZ_CP021140.1,Eggerthellales;
NC_049381,NZ_LN831027.1,Fusobacteriaceae;
KF676640,NZ_CP007203.1,Aphanizomenonaceae;
DQ394806,NZ_CP023558.1,Alteromonadales;
DQ394807,NZ_AP018203.1,Leptolyngbyaceae;
DQ394808,NC_013961.1,Enterobacterales;
DQ394809,NZ_LT629770,Microbacteriaceae;
NC_049425,NC_011071.1,Xanthomonadales;
NC_049426,NC_021883.1,Pasteurellales;
NC_008370,NZ_CM000747.1,Bacillales;
NC_017695,NC_010163.1,Acholeplasmatales;
NC_017702,NZ_JNIU01000001,Pelagibacterales;
NC_017698,CP023315,Caulobacterales;
NC_017696,NC_008095.1,Myxococcales;
NC_013153,NZ_LN831027.1,Fusobacteriaceae;
NC_013154,NZ_QGLK01000001.1,Bifidobacteriaceae;
NC_008371,NZ_LR215047.1,Mycoplasmataceae;
NC_042024,NC_002771.1,Mycoplasmataceae;
NC_047843,CP023315,Caulobacterales;
NC_048678,CP001751,SAR116
NC_048679,NC_008095.1,Myxococcales;
DQ426904,NZ_JNIU01000001,Pelagibacterales;
DQ426905,NC_005363.1,Bdellovibrionales;
NC_047750,CP001713,Chlamydiaceae;
JN255163,NC_005363.1,Bdellovibrionales;
NC_028743,NZ_MDHN01000001.1,Alteromonadales;
NC_047821,NZ_FNSA01000003,Tsukamurellaceae;
NC_048761,NZ_LT629758,Micromonosporaceae;
NC_048778,NZ_CP047242.1,Nostocaceae;
NC_047972,NC_017379.1,Campylobacterales;
NC_048801,NZ_CP035765.1,Sphingomonadales;
NC_048860,NZ_CP023560,Bacillales;
NC_048090,NZ_LN831027.1,Fusobacteriaceae;
NC_042099,NZ_CP050956.1,Bacteroidales;
NC_048017,NC_006461.1,Thermales;
NC_042109,NC_008261.1,Clostridiales;
NC_042117,NZ_CM002803,Oscillatoriales;
NC_048101,NZ_CM002803,Oscillatoriales;
NC_042110,NZ_CP047242.1,Nostocaceae;
NC_047977,NZ_LR215047.1,Mycoplasmataceae;
NC_047973,NC_002771.1,Mycoplasmataceae;
NC_042111,NZ_QLMF01000001.1,Rhizobiales;
NC_048020,NC_013501.1,Order
NC_042118,NZ_BEWM01000001.1,Rhodospirillales;
NC_047986,NZ_CP046058.1,Chroococcales;
NC_049927,NC_004556.1,Xanthomonadales;
NC_049928,NZ_JNIU01000001,Pelagibacterales;
NC_048038,NZ_CP035765.1,Sphingomonadales;
NC_048068,NZ_PKKP01000001.1,Actinomycetaceae;
NC_047976,NZ_CP007203.1,Aphanizomenonaceae;
NC_048877,NZ_LR134326.1,Burkholderiales;
NC_042119,NZ_MDHN01000001.1,Alteromonadales;
NC_047993,NC_009952.1,Rhodobacterales;
NC_048144,NC_013501.1,Order
NC_047975,CP001751,SAR116
NC_049929,NZ_MSEI01000003,Alteromonadales;
NC_048777,NZ_JYBE02000001.1,Streptomycetaceae;
KC787107,NZ_CP021140.1,Eggerthellales;
NC_004687,NZ_CP023558.1,Alteromonadales;
NC_048696,NZ_JMSZ01000016,Oceanospirillales;
KC787108,HG530068,Pseudomonadales;
NC_042050,NC_010163.1,Acholeplasmatales;
KJ725374,NZ_FNSA01000003,Tsukamurellaceae;
NC_028662,CP003184,Thermoanaerobacterales;
NC_003387,FP236843,Enterobacterales;
NC_048756,LC361338,Micrococcaceae;
NC_023559,NZ_CP035765.1,Sphingomonadales;
NC_023560,NZ_MRCG01000001.1,Oscillatoriales;
NC_048688,NC_017287.1,Chlamydiaceae;
NC_048717,NZ_KZ846072.1,Lactobacillales;
NC_048718,NC_014159.1,Tsukamurellaceae;
NC_048715,CP001751,SAR116
NC_048692,NC_006461.1,Thermales;
NC_048693,NZ_LN831039.1,Mycobacteriaceae;
NC_048716,NC_008261.1,Clostridiales;
NC_048690,NC_008095.1,Myxococcales;
NC_048689,NZ_CP022580.1,Gordoniaceae;
NC_021865,NC_004556.1,Xanthomonadales;
NC_041909,NZ_AWTB01000001.1,Gordoniaceae;
NC_048691,NC_010163.1,Acholeplasmatales;
NC_041867,NZ_UFTQ01000003.1,Brevibacteriaceae;
NC_048714,NC_006085.1,Propionibacteriaceae;
NC_015585,NZ_CP025774.1,Burkholderiales;
NC_048766,NZ_AP018203.1,Leptolyngbyaceae;
NC_048751,NZ_CP047242.1,Nostocaceae;
NC_048767,NZ_LOQW01000006.1,Corynebacteriaceae;
NC_048875,NZ_CP035765.1,Sphingomonadales;
NC_048137,NZ_CP004353.1,Corynebacteriaceae;
NC_042120,CP019892,Microbacteriaceae;
NC_047832,NC_007651.1,Burkholderiales;
NC_047831,NC_011071.1,Xanthomonadales;
NC_044940,NC_008095.1,Myxococcales;
NC_041878,NC_006461.1,Thermales;
NC_048116,NC_012490.1,Nocardiaceae;
NC_048056,NZ_LN831039.1,Mycobacteriaceae;
NC_048117,NZ_BEWM01000001.1,Rhodospirillales;
NC_048118,NC_008095.1,Myxococcales;
NC_048058,NZ_QLMF01000001.1,Rhizobiales;
NC_048704,NZ_QLMF01000001.1,Rhizobiales;
NC_048061,NZ_BEWM01000001.1,Rhodospirillales;
NC_048659,NZ_LN831039.1,Mycobacteriaceae;
NC_048119,CP003184,Thermoanaerobacterales;
NC_047778,NZ_RQHA01000004.1,Leptospiraceae;
NC_047789,NZ_CP016990.1,Aeromonadales;
NC_048653,NC_005363.1,Bdellovibrionales;
NC_048654,NZ_CP021140.1,Eggerthellales;
NC_042131,NZ_CP009976.1,Flavobacteriales;
NC_048120,CP019892,Microbacteriaceae;
NC_048821,SDYW01000001,Bacteria
HQ632825,NZ_MRCG01000001.1,Oscillatoriales;
HQ634152,NZ_FODB01000122.1,Oceanospirillales;
NC_041890,NZ_UFTQ01000001,Brevibacteriaceae;
NC_041891,NZ_RQHA01000004.1,Leptospiraceae;
NC_041892,NZ_CP029197.1,Streptomycetaceae;
NC_041893,NC_015601.1,Erysipelotrichales;
NC_041894,NC_007618.1,Rhizobiales;
NC_041895,CP023315,Caulobacterales;
NC_041954,NZ_QGLK01000001.1,Bifidobacteriaceae;
NC_022339,NZ_MRCG01000001.1,Oscillatoriales;
KJ578763,NZ_GG657757.1,Streptomycetaceae;
KJ578764,NZ_UFTQ01000003.1,Brevibacteriaceae;
JX570711,NC_013716.1,Enterobacterales;
NC_027380,NC_021883.1,Pasteurellales;
KJ578766,NZ_LT629770,Microbacteriaceae;
JX570703,NC_008095.1,Myxococcales;
KJ578769,NZ_CP027793.1,Nocardiaceae;
NC_041955,CP003184,Thermoanaerobacterales;
KJ578771,NZ_CP022580.1,Gordoniaceae;
JX570707,NC_021883.1,Pasteurellales;
KJ578775,NZ_KZ846072.1,Lactobacillales;
JX570708,NZ_AP018203.1,Leptolyngbyaceae;
KJ578777,NZ_HF571038.1,Intrasporangiaceae;
NC_027403,NZ_QGLK01000001.1,Bifidobacteriaceae;
NC_041956,NZ_LN831027.1,Fusobacteriaceae;
NC_027347,NC_012490.1,Nocardiaceae;
NC_041957,NZ_BEWM01000001.1,Rhodospirillales;
NC_027405,NZ_RQHA01000004.1,Leptospiraceae;
NC_027392,NZ_CP021140.1,Eggerthellales;
NC_027376,NZ_CP047242.1,Nostocaceae;
NC_048741,NZ_CP007810.1,Xanthomonadales;
NC_048803,NC_006085.1,Propionibacteriaceae;
NC_047858,NZ_CP027793.1,Nocardiaceae;
NC_042090,NZ_JMSZ01000016,Oceanospirillales;
NC_048861,NZ_JMSZ01000016,Oceanospirillales;
NC_048086,NZ_UFTQ01000003.1,Brevibacteriaceae;
NC_041925,NC_008095.1,Myxococcales;
NC_048148,NZ_CP023558.1,Alteromonadales;
NC_031917,NC_021883.1,Pasteurellales;
KC542353,NZ_PKKP01000001.1,Actinomycetaceae;
NC_000867,NZ_FODB01000122.1,Oceanospirillales;
NC_004665,NZ_OCQN01000001,Streptomycetaceae;
NC_010821,NC_005042.1,Prochloraceae;
NC_047965,CP012196,Campylobacterales;
NC_019923,CP001751,SAR116
NC_027292,NC_007677.1,Order
NC_041881,NZ_FNSA01000003,Tsukamurellaceae;
NC_047997,NZ_LN831027.1,Fusobacteriaceae;
NC_048003,CP001751,SAR116
NC_015208,NZ_CP018296.1,Chlamydiaceae;
NC_047933,NZ_PKKP01000001.1,Actinomycetaceae;
NC_041880,NZ_VISK01000013.1,Rhodospirillales;
JN175269,NZ_LT629758,Micromonosporaceae;
NC_048687,NZ_BAOP01000115.1,Gordoniaceae;
NC_047902,NZ_BEWM01000001.1,Rhodospirillales;
NC_023006,NZ_LFTY01000002,Rhodobacterales;
NC_023005,NC_005042.1,Prochloraceae;
NC_049456,NZ_CP008880.1,Flavobacteriales;
NC_047874,NC_012490.1,Nocardiaceae;
NC_047888,LC361338,Micrococcaceae;
NC_047751,NZ_RQHA01000004.1,Leptospiraceae;
NC_010811,NZ_PKKP01000001.1,Actinomycetaceae;
NC_041911,NZ_CP007203.1,Aphanizomenonaceae;
NC_047982,NZ_QGLK01000001.1,Bifidobacteriaceae;
NC_047816,NZ_CP047242.1,Nostocaceae;
NC_047804,NZ_CP021140.1,Eggerthellales;
NC_025454,NZ_CP021140.1,Eggerthellales;
AB931172,NZ_LN831027.1,Fusobacteriaceae;
NC_023736,NC_010163.1,Acholeplasmatales;
NC_022917,NZ_LN831039.1,Mycobacteriaceae;
NC_029007,NZ_AP014524.1,Vibrionales;
NC_022915,NZ_AP014524.1,Vibrionales;
NC_008574,CP034433,Neisseriales;
AB981170,NC_013501.1,Order
NC_049432,LC361338,Micrococcaceae;
NC_047946,NC_007677.1,Order
NC_047930,NZ_JNIU01000001,Pelagibacterales;
NC_021866,NZ_JNIU01000001,Pelagibacterales;
NC_021862,NZ_HF571038.1,Intrasporangiaceae;
NC_025115,NZ_AP018203.1,Leptolyngbyaceae;
NC_047800,CP019892,Microbacteriaceae;
NC_009382,CP027029,Bacillales;
NC_048682,NC_003228.3,Bacteroidales;
NC_011103,NC_013501.1,Order
NC_047738,NZ_NQCD01000010.1,Enterobacterales;
NC_047868,NC_014159.1,Tsukamurellaceae;
JX483875,CP001713,Chlamydiaceae;
NC_047869,NC_007677.1,Order
NC_047870,NC_006461.1,Thermales;
NC_048669,NZ_CP035306.1,Lactobacillales;
NC_047974,NZ_LR134475.1,Enterobacterales;
NC_048782,LC361338,Micrococcaceae;
NC_048708,NC_007677.1,Order
NC_042040,NZ_AMGI01000001.1,Entomoplasmatales;
NC_041887,NZ_CP035765.1,Sphingomonadales;
NC_048784,NC_007677.1,Order
NC_049372,NZ_FNSA01000003,Tsukamurellaceae;
NC_041958,NC_009438.1,Alteromonadales;
NC_049345,NZ_RQHA01000004.1,Leptospiraceae;
NC_042348,NC_013716.1,Enterobacterales;
NC_042352,NZ_SPGG01000010.1,Bacteroidales;
NC_047844,CP001397,Flavobacteriales;
NC_048668,NZ_CP021654.1,Aeromonadales;
NC_041917,NC_002771.1,Mycoplasmataceae;
NC_021563,NC_015601.1,Erysipelotrichales;
NC_048792,NZ_BEWM01000001.1,Rhodospirillales;
NC_048759,NVTK01000009,Alteromonadales;
NC_049464,NC_005363.1,Bdellovibrionales;
NC_048800,NZ_LT629739,Brevibacteriaceae;
NC_048758,NZ_CP012958.1,Pasteurellales;
NC_047774,NC_005363.1,Bdellovibrionales;
NC_042047,NZ_LR215047.1,Mycoplasmataceae;
NC_048736,NC_012490.1,Nocardiaceae;
NC_047824,LC361338,Micrococcaceae;
NC_013693,NZ_PKRZ01000001.1,Lactobacillales;
NC_049455,NC_004556.1,Xanthomonadales;
NC_023589,NZ_FODB01000122.1,Oceanospirillales;
NC_047847,NZ_CP009016.1,Xanthomonadales;
NC_042076,NC_015601.1,Erysipelotrichales;
NC_042077,NZ_LN831039.1,Mycobacteriaceae;
NC_042039,NZ_RQHA01000004.1,Leptospiraceae;
NC_042039,NC_002771.1,Mycoplasmataceae;
NC_042039,NC_010163.1,Acholeplasmatales;
NC_047881,NC_017287.1,Chlamydiaceae;
NC_041995,HG530068,Pseudomonadales;
NC_048150,NZ_LT629770,Microbacteriaceae;
NC_049820,NZ_LT629758,Micromonosporaceae;
NC_049469,NZ_LN831027.1,Fusobacteriaceae;
NC_041929,NC_006461.1,Thermales;
NC_048029,NZ_QGLK01000001.1,Bifidobacteriaceae;
NC_003793,NZ_JNIU01000001,Pelagibacterales;
AJ969242,NC_006461.1,Thermales;
NC_009987,NC_021883.1,Pasteurellales;
NC_041928,NZ_CP004353.1,Corynebacteriaceae;
NC_047814,NC_011071.1,Xanthomonadales;
NC_020490,NZ_QKZO01000001.1,Rhodobacterales;
NC_019915,NZ_CP035780.1,Vibrionales;
NC_048192,CP019892,Microbacteriaceae;
NC_008722,NC_009952.1,Rhodobacterales;
NC_048804,NZ_CP009976.1,Flavobacteriales;
NC_048802,NZ_CP019870.1,Clostridiales;
NC_043029,NZ_CP009467.1,Vibrionales;
NC_049463,NC_005042.1,Prochloraceae;
NC_021569,NZ_CP013992.1,Flavobacteriales;
NC_042082,NC_008095.1,Myxococcales;
NC_048755,NZ_LT629739,Brevibacteriaceae;
NC_029030,NC_021883.1,Pasteurellales;
NC_042114,NZ_CP047242.1,Nostocaceae;
JX409895,NZ_LT629758,Micromonosporaceae;
JX409894,NZ_AMGI01000001.1,Entomoplasmatales;
NC_012884,NC_006461.1,Thermales;
NC_028984,CP023315,Caulobacterales;
DQ113772,NZ_AWTB01000001.1,Gordoniaceae;
NC_009819,CP001751,SAR116
KC348598,NZ_CP009976.1,Flavobacteriales;
KC348599,NC_006085.1,Propionibacteriaceae;
KC348600,NZ_AP014524.1,Vibrionales;
KC348601,NZ_PKKP01000001.1,Actinomycetaceae;
NC_030946,NC_008095.1,Myxococcales;
KC348604,NZ_CP035765.1,Sphingomonadales;
KJ617393,NC_017287.1,Chlamydiaceae;
KJ417497,CP001751,SAR116
NC_022776,CP012196,Campylobacterales;
NC_047763,NZ_CP046058.1,Chroococcales;
NC_042051,NZ_PKRZ01000001.1,Lactobacillales;
NC_048719,NC_010163.1,Acholeplasmatales;
NC_042105,NZ_AP018203.1,Leptolyngbyaceae;
NC_048720,NC_021883.1,Pasteurellales;
NC_048728,NZ_CP028926.1,Pasteurellales;
NC_048072,NZ_HF571038.1,Intrasporangiaceae;
NC_042016,NZ_SPGG01000010.1,Bacteroidales;
NC_048706,NZ_UFTQ01000001,Brevibacteriaceae;
NC_048742,NZ_RQHA01000004.1,Leptospiraceae;
NC_042052,NZ_CP004353.1,Corynebacteriaceae;
NC_048686,NZ_VISK01000013.1,Rhodospirillales;
NC_048724,NC_013501.1,Order
NC_048155,NZ_CP016990.1,Aeromonadales;
NC_048723,NC_007618.1,Rhizobiales;
NC_042008,NZ_CP042449.1,Vibrionales;
NC_042009,NZ_CP021140.1,Eggerthellales;
NC_042010,NC_004310.3,Rhizobiales;
NC_041856,NC_008095.1,Myxococcales;
NC_018836,NC_005042.1,Prochloraceae;
NC_019414,QLNP01000098,Micrococcaceae;
NC_047795,NZ_CP008880.1,Flavobacteriales;
NC_042012,NC_015601.1,Erysipelotrichales;
NC_042042,HG530068,Pseudomonadales;
NC_048721,NZ_LN831027.1,Fusobacteriaceae;
NC_048154,NC_012490.1,Nocardiaceae;
NC_048722,NZ_HF571038.1,Intrasporangiaceae;
NC_048684,NZ_CP035765.1,Sphingomonadales;
NC_001978,NZ_ABJL02000008.1,Bacteroidales;
NC_018853,NZ_LN831027.1,Fusobacteriaceae;
NC_003157,NC_010163.1,Acholeplasmatales;
NC_049340,NZ_JNIU01000001,Pelagibacterales;
NC_009804,NZ_CP021654.1,Aeromonadales;
NC_015210,NC_017168.1,Enterobacterales;
NC_030916,CP004353,Corynebacteriaceae;
JF713456,CP001751,SAR116
NC_049430,NZ_QLMF01000001.1,Rhizobiales;
NC_048121,NC_003228.3,Bacteroidales;
NC_048122,NZ_CP009976.1,Flavobacteriales;
NC_048066,NZ_CP035765.1,Sphingomonadales;
NC_048123,NZ_AMGI01000001.1,Entomoplasmatales;
NC_048124,LC361338,Micrococcaceae;
