,phage_name,phage_genbank_id,phage_refseq_id,host_name,host_id,host_category,host_desc
2738,Ruin,MH825710,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2739,Rumpelstiltskin,JN680858,NC_023732,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2740,Runhaar,,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2741,Ruotula,MG944220,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2742,Rusticus,MN096381,,Streptomyces tricolor NRRL B-16925,KU885916.2,94,"Streptomyces tricolor strain VL-70-PIII 16S ribosomal RNA gene, partial sequence"
2743,Rutherferd,MK524531,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2744,Ruthiejr,,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2745,Ruthy,MH536826,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2746,Ryadel,MH590592,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2747,Ryan,MH834627,,Arthrobacter globiformis B-2979,AF329477.3,2,"Arthrobacter globiformis strain NRRL B-2979 N,N-dimethylglycine oxidase operon, complete sequence; and hypothetical protein, putative formate dehydrogenase (fdh), putative molibdopterin biosynthesis protein (moeA), putative IclR-family transcriptional regulator (dioR), putative oxygenase (dio), putative ferredoxin reductase (fdr), putative ferredoxin (fdx), putative 10-formyltetrahydrofolate deformylase (purU2), dimethylglycine oxidase (dmg2), hypothetical protein, putative ABC transporter, putative methionine synthase (metH), and putative luciferase-like monooxygenase protein genes, complete cds"
2748,Saal,KJ025956,NC_023580,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2749,Sabella,MH590591,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2750,Sabertooth,JX307703,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2751,Sabia,MH338240,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2752,Sabinator,KX808129,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2753,Sadboi,MN234232,,Gordonia rubripertincta NRRL B-16540,MN586057.1,18,"Gordonia phage Cleo, complete genome"
2754,SadLad,,,Microbacterium paraoxydans NRRL B-14843,MH368497.1,32,"Microbacterium paraoxydans strain NRRL B-14843 16S ribosomal RNA gene, partial sequence"
2755,Saftant,MN204498,,Streptomyces griseofuscus ATCC 23916,NZ_CP051009.1,79,"Streptomyces griseofuscus strain DSM 40191 plasmid pSGRIFU3, complete sequence"
2756,Sagefire,MN586000,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2757,Saguaro,MH744423,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2758,Sahara,,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2759,Saintus,JN831654,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2760,Salacia,MH727558,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2761,Salete,MH178382,,Streptomyces griseus ATCC 10137,MN586056.1,80,"Streptomyces phage FidgetOrca, complete genome"
2762,Salgado,KU160664,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
2763,Salk,MN234202,,Arthrobacter globiformis B-2979,AF329477.3,2,"Arthrobacter globiformis strain NRRL B-2979 N,N-dimethylglycine oxidase operon, complete sequence; and hypothetical protein, putative formate dehydrogenase (fdh), putative molibdopterin biosynthesis protein (moeA), putative IclR-family transcriptional regulator (dioR), putative oxygenase (dio), putative ferredoxin reductase (fdr), putative ferredoxin (fdx), putative 10-formyltetrahydrofolate deformylase (purU2), dimethylglycine oxidase (dmg2), hypothetical protein, putative ABC transporter, putative methionine synthase (metH), and putative luciferase-like monooxygenase protein genes, complete cds"
2764,SallySpecial,MG812496,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2765,Salz,MK524519,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2766,Sam12,MT889368,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2767,Samaymay,MK279878,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2768,Samba,MN096365,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2769,Samisti12,MF347639,,Streptomyces griseus ATCC 10137,MN586056.1,80,"Streptomyces phage FidgetOrca, complete genome"
2770,SamScheppers,MH051258,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2771,Samty,MH727559,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2772,SamuelLPlaqson,KX657794,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2773,SamW,MH727560,,Corynebacterium xerosis ATCC 373,NZ_PNHF00000000.1,11,"Corynebacterium xerosis strain UMB0908, whole genome shotgun sequencing project"
2774,Sandalphon,MH371123,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2775,Sandman,KT355475,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
2776,Sanjuju,,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2777,Sansa,MH513982,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2778,SansAfet,MN329675,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2779,Saphira,MN617842,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
2780,SarFire,KF024726,NC_022324,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2781,Sassafras,,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2782,Sassay,MF919529,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2783,SassyB,KY471267,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2784,SassyCat97,MK279879,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2785,Satis,MH576962,,Streptomyces lividans JI 1326,MH744418.1,83,"Streptomyces phage JustBecause, complete genome"
2786,Sauce,MH910040,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2787,Savage,MK279912,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2788,Savage2526,MK279880,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
2789,Savannah,,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2790,Sbash,KP027201,NC_026589,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2791,Scamander,MH576963,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2792,Scamp,MT553346,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2793,Scap1,MF975637,,Streptomyces scabiei RL-34,NR_025865.2,88,"Streptomyces scabiei strain RL-34 16S ribosomal RNA, complete sequence"
2794,Scarlett,MH910042,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2795,Scavito,MF185724,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
2796,SCentae,MK977696,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2797,Schadenfreude,MH926060,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2798,Schatzie,MK524521,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2799,Scherzo,MG872842,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2800,Schiebel,MH045569,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2801,Schiebs,MN234213,,Gordonia rubripertincta NRRL B-16540,MN586057.1,18,"Gordonia phage Cleo, complete genome"
2802,Schmidt,MH651189,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2803,Schnabeltier,KU963252,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2804,Schnapsidee,MH590590,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2805,Schnauzer,MT723932,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2806,SchoolBus,MH020246,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2807,Schubert,MK308637,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2808,Schwartz33,,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2809,Scoot17C,GU247134,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2810,Scorpia,MK494091,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2811,Scottish,MN735433,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2812,ScottMcG,EU826469,NC_011269,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2813,Scout,,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2814,Scowl,MG944221,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2815,Scrunchy,MN586008,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2816,Scumberland,MT818415,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2817,Scuttle,MK814749,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
2818,SDcharge11,KC661274,NC_021303,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2819,Seabastian,MT889396,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2820,Seabiscuit,KJ194585,NC_024136,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2821,Seagreen,KT281793,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2822,Seahorse,MH910041,,Arthrobacter globiformis B-2979,AF329477.3,2,"Arthrobacter globiformis strain NRRL B-2979 N,N-dimethylglycine oxidase operon, complete sequence; and hypothetical protein, putative formate dehydrogenase (fdh), putative molibdopterin biosynthesis protein (moeA), putative IclR-family transcriptional regulator (dioR), putative oxygenase (dio), putative ferredoxin reductase (fdr), putative ferredoxin (fdx), putative 10-formyltetrahydrofolate deformylase (purU2), dimethylglycine oxidase (dmg2), hypothetical protein, putative ABC transporter, putative methionine synthase (metH), and putative luciferase-like monooxygenase protein genes, complete cds"
2823,SeaWolves,,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2824,Sebastisaurus,MK450433,,Streptomyces xanthochromogenes NRRL B-5410,NZ_BMUZ00000000.1,100,"Streptomyces xanthochromogenes strain JCM 4612, whole genome shotgun sequencing project"
2825,Sebata,JN204348,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2826,Secretariat,MT310850,,Gordonia rubripertincta NRRL B-16540,MN586057.1,18,"Gordonia phage Cleo, complete genome"
2827,Sedgewig,MT310851,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2828,Sedona,,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2829,Sekhmet,MK937609,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2830,Selwyn23,,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2831,SemperFi,MN234203,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2832,Send513,JF704112,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2833,SendItCS,MH155880,,Streptomyces scabiei RL-34,NR_025865.2,88,"Streptomyces scabiei strain RL-34 16S ribosomal RNA, complete sequence"
2834,Sephiroth,MT684599,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2835,Serendipitous,MH727561,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2836,Serendipity,JN006063,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2837,Serenity,KT381276,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2838,Sergei,MH450131,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
2839,Serpentine,JX649096,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2840,Settecandela,MT114163,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2841,Seume,MF140426,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
2842,Severus,KC661279,NC_021307,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2843,SG4,JN699012,NC_023699,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2844,SgtBeansprout,MH020245,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2845,Shade,MF189178,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
2846,Shaka,JF792674,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2847,ShakeNBake,MT897908,,Streptomyces viridochromogenes DSM40736,MG515223.1,99,"Streptomyces phage WRightOn, complete genome"
2848,Shaobing,MK310138,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2849,Shaqnato,MK359308,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2850,Sharkboy,MN062717,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2851,Shauna1,JN020141,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2852,Shawty,MK433266,,Streptomyces platensis MJ1A1,MK433266.1,85,"Streptomyces phage Shawty, complete genome"
2853,ShayRa,MF668282,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2854,SheaKeira,MN585994,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2855,SheckWes,MK967385,,Gordonia rubripertincta NRRL B-16540,MN586057.1,18,"Gordonia phage Cleo, complete genome"
2856,ShedlockHolmes,KR080206,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2857,Shee,MK919471,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2858,Sheen,KP273225,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2859,Sheila,MF919530,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2860,SheldonCooper,MK878895,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2861,Shelob,MK450425,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2862,Shepard,MN234221,,Arthrobacter globiformis B-2979,AF329477.3,2,"Arthrobacter globiformis strain NRRL B-2979 N,N-dimethylglycine oxidase operon, complete sequence; and hypothetical protein, putative formate dehydrogenase (fdh), putative molibdopterin biosynthesis protein (moeA), putative IclR-family transcriptional regulator (dioR), putative oxygenase (dio), putative ferredoxin reductase (fdr), putative ferredoxin (fdx), putative 10-formyltetrahydrofolate deformylase (purU2), dimethylglycine oxidase (dmg2), hypothetical protein, putative ABC transporter, putative methionine synthase (metH), and putative luciferase-like monooxygenase protein genes, complete cds"
2863,ShereKhan,MH513983,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2864,ShiaLabeouf,MK359342,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2865,ShiaSurprise,,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2866,Shiba,MN234180,,Arthrobacter globiformis B-2979,AF329477.3,2,"Arthrobacter globiformis strain NRRL B-2979 N,N-dimethylglycine oxidase operon, complete sequence; and hypothetical protein, putative formate dehydrogenase (fdh), putative molibdopterin biosynthesis protein (moeA), putative IclR-family transcriptional regulator (dioR), putative oxygenase (dio), putative ferredoxin reductase (fdr), putative ferredoxin (fdx), putative 10-formyltetrahydrofolate deformylase (purU2), dimethylglycine oxidase (dmg2), hypothetical protein, putative ABC transporter, putative methionine synthase (metH), and putative luciferase-like monooxygenase protein genes, complete cds"
2867,Shida,MT818418,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2868,Shifa,MT889395,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2869,ShiLan,JN020143,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
